SongID,ArtistLatitude,ArtistLongitude,ArtistName,Title,Year,StarRatings
SONETEJ12A8C13A71E,40.75851,-82.5148,Ohio Express,Sausalito (Is The Place To Go),1994,2
SOLDRBC12A8C139538,37.27188,-119.27023,Throwing Muses,Shark,1996,3
SOOJJXB12A6D4F9F0E,41.88415,-87.63241,The Audition,Lawyers (Album Version),2005,4
SOEFSZD12A58A7DBDE,57.70133,11.96689,Sally Shapiro,Jackie Junior (Junior Boys Remix),2008,4
SOXSZCA12AF729AAD0,52.66097,-8.63261,The Cranberries,Wanted,1993,4
SOVFPCG12A8C1397C4,34.05349,-118.24532,Britney Spears,Born To Make You Happy,1999,4
SOWTQTD12A8AE46807,52.63788,-1.14036,DJ SS,Black,1995,2
SOAXCUV12A8C141B46,51.50632,-0.12714,Swervedriver,Duel,1992,4
SOMQCLD12A58A7D0DD,44.11559,-120.51484,Richmond Fontaine,The Kid From Belmont Street,2007,4
SORWWGU12A8C140E78,51.50632,-0.12714,The Veils,Calliope!,2006,4
SORTQEK12A8C132551,39.04928,-95.67118,Kansas,Loner,1980,3
SOSUMIU12AB017C295,32.61436,-86.68073,Static-X,Wisconsin Death Trip (Album Version),1999,2
SOOEPNY12A6702186F,55.95415,-3.20277,Idlewild,Pleasure And Pain,2005,3
SOWWNMZ12AC468BEA8,40.01574,-105.27924,The String Cheese Incident,Got What He Wanted,1998,3
SOPMDHW12A8C133909,51.89834,-8.47277,Rubyhorse,A Place In The Sun,2004,3
SODTVFT12A8C13EAF4,41.88415,-87.63241,El Dorados,At My Front Door,1955,4
SOAQEEE12A8C144847,37.77916,-122.42005,The Lord Weird Slough Feg,Curse of Humaniti,2003,3
SOGXOUC12A58A78D63,36.05084,-95.7895,Kristin Chenoweth,Daddy,2001,3
SOSDGFA12A8AE47801,38.8991,-77.029,Exit Clov,Working Class Hero (John Lennon),2006,2
SOMLVTX12A8AE49891,34.05349,-118.24532,Britney Spears,Get Naked (I Got A Plan),2007,4
SOCDKAJ12A8AE48EB6,53.41961,-8.24055,Clannad,Almost Seems (Too Late To Turn),1985,4
SOJTKGD12A58A76C57,36.16778,-86.77836,Mat Kearney,Lifeline,2009,4
SOVOYOL12A6D4FB7F9,40.71455,-74.00712,Sean Lennon,Home,1998,3
SOGJNGD12A8C1384E2,51.43558,-2.57518,Tricky,A Song for Yukiko (Album version),2001,4
SOITEZA12A6D4FDCA3,51.16418,10.45415,Die Apokalyptischen Reiter,Himmelskind,2006,3
SOFSKYN12A6701E3D8,62.19845,17.55142,The Soundtrack of Our Lives,Blow My Cool,1996,3
SOZZTNZ12AB017DDFF,38.8991,-77.029,Stacy Lattisaw,Every Drop Of Your Love,1988,2
SOSKVGG12A8C133C6A,55.8578,-4.24251,Shitdisco,I Know Kung Fu (James Ford Edit),2006,2
SOOHEQA12A8C144A02,52.45419,-2.14783,Ned's Atomic Dustbin,You Don't Want To Do That,1992,4
SOIAORE12AC9097BD5,-10.40633,-77.23871,Silkk The Shocker,What Gangstas Do,1998,2
SOFADZW12AB0184732,42.33168,-83.04792,The Contours,You Get Ugly,1963,2
SOMBONU12A8C13EEF2,40.71455,-74.00712,King Missile,The Evil Children (LP Version),1992,3
SOMEQWR12AB0182B2B,49.38426,-84.75627,Ron Sexsmith,Ship Of Fools,2006,3
SOFJMDH12A8C133BED,40.8079,-73.9454,Cam'Ron,What I Gotta Live For,2000,4
SOSTBCJ12A8C13DB1C,25.72898,-80.23742,Eths,La Chair Et Le Sang,2000,4
SODGUZI12A58A7CFB6,34.19451,-90.5651,Earl Hooker,Earl Hooker Blues,1968,3
SOIMMLQ12A8C13EA7B,50.97768,11.02307,Yvonne Catterfeld,Ich lauf einfach los,2006,3
SOJRRGQ12A6D4F7917,50.82821,-0.13449,The Kooks,You Don't Love Me (Acoustic Version),2006,3
SOGQPLV12A8C13CB97,39.31936,-88.45207,Amber Pacific,You're Only Young Once,2007,3
SOJWHDK12A6701E3D1,62.19845,17.55142,The Soundtrack of Our Lives,Chromosome Layer,1996,3
SOXFLJJ12AB01809D7,34.74865,-92.27449,American Princes,Still Not Sick Of You,2008,2
SONUTOJ12A6BD4D405,32.29088,-88.49926,David Ruffin,I've Lost Everything I've Ever Loved,1969,2
SOWBLSJ12A8C13AC01,51.50632,-0.12714,The Clientele,(I Want You) More Than Ever,2000,4
SORUGWA12A58A7F924,38.25486,-85.7664,Sara Martin,Death Sting Me Blues,1993,2
SOGKOIN12A8C1371FD,40.71455,-74.00712,Ashford & Simpson,Bourgie Bourgie (Joe Claussell's Classic Remix),2008,2
SOYAQYS12A8C135D31,37.16793,-95.84502,Tierney Sutton,Something Cool,2002,4
SOFNGIE12A6D4F97AF,42.28474,-83.38348,Insane Clown Posse,F*ck The World,2008,3
SOCLSLO12A8C137815,37.27188,-119.27023,Incubus,Blood On The Ground,2001,4
SOUYYQV12A6D4F6D33,39.80493,-75.22939,Danielson,Five Stars and Two Thumbs Up,2006,3
SOHLYMD12AF72A3252,35.36696,-119.01886,Adema,Pain Inside,2001,4
SOVSHRT12AC468724D,35.26869,-77.5818,Maceo Parker,Shake Everything You Got,2007,3
SOMDRYJ12A6D4F7DCD,32.71568,-117.16172,Cascades,The Last Leaf (LP Version),1963,2
SOTJPQI12A6D4F94E8,34.09834,-118.32674,Barren Cross,A Face In The Dark (Album Version),1989,2
SOGTJGA12A8C1379D5,40.8079,-73.9454,Alicia Keys,The Life,2001,4
SOQBYJI12A8C137768,51.5291,-0.02419,Wiley ft. Frisco & Cookie,Anything Is Possible,2008,2
SOTTNLP12AB0186567,35.06626,-78.88956,Fatback,Keep Your Fingers Out The Jam,1994,2
SOGMUME12A8C143E83,62.19845,17.55142,Sahara Hotnights,If Anyone Matters It'S You,2007,4
SOIFVWZ12A6D4FB60B,51.50632,-0.12714,Max Tundra,Acorns,2002,3
SOEAAUU12AB01889B8,35.40853,-80.1155,Lou Donaldson,Tennessee Waltz,1970,2
SOATKWW12A6D223C0D,-24.9162,133.39311,Flash And The Pan,Where Were You,1982,3
SOELUED12A58A7AF74,45.51228,-73.55439,Oscar Peterson,East of the Sun (And West of the Moon),1995,2
SOJZUGN12A8C135F31,38.82773,-89.54034,Gretchen Wilson,Pocahontas Proud,2004,4
SOZXTKD12A8C13FC43,40.82624,-74.47995,The Dillinger Escape Plan,Sugar Coated Sour,1999,4
SOUEZWO12A8C145B94,45.51179,-122.67563,Blitzen Trapper,Stolen Shoes & a Rifle,2008,4
SOYGYRW12A58A7C13C,50.87566,0.00093,Ed Harcourt,Bittersweetheart,2003,4
SOEWSAQ12A58A7C2B0,37.16793,-95.84502,Kingspade,Check Yo Bitch,2007,3
SOBEGXU12A6D4FAD63,34.05349,-118.24532,Willie Hutch,Out There,1974,3
SOLFNUO12A8C139BAC,32.35248,-89.65535,B Angie B,So Much Love,1991,2
SOFKTYP12A6701C534,41.50471,-81.69074,Nine Inch Nails,The Line Begins To Blur,2005,4
SOWAJYA12A67020673,18.22328,-66.42889,Daddy Yankee,El Muro,2004,3
SOAJWDE12AB0183F2A,32.71568,-117.16172,Switchfoot,Bullet Soul (Album Version),2009,4
SOZJPEC12AB017E137,60.17116,24.93258,Antti Tuisku,Lämpö,2006,2
SOVBCBK12A58A7D330,40.81362,-96.70774,For Against,Coalesced,2003,2
SORWCAQ12A8C13C880,32.61436,-86.68073,Static-X,Light It Up [Bonus Track],2007,2
SORYCVG12AF72A2BF9,51.50632,-0.12714,Girlschool,Breaking The Rules,1995,3
SOLFEIQ12A8C1308E2,37.97457,-122.53247,George Duke,The Way I Feel,1978,2
SOQAKDE12A8C142050,35.17407,-89.97544,Willie Mabon,Got To Have It,1993,3
SOYXCHB12A8C143084,39.74001,-104.99226,Fiction 8,Chaotica,2000,2
SOQDLFB12A6701F110,40.43831,-79.99745,Modey Lemon,The Guest,2003,2
SOAQYLN12A8C13C26B,40.71455,-74.00712,Hem,The Golden Day Is Dying,2006,2
SOCFAQT12A8C142A3A,33.20271,-94.68121,Z.Z. Hill,Suppertime (Home Just Ain't Home At),1971,2
SOEWNHZ12A8C13388F,-34.60852,-58.37354,Richard Shindell,The Kenworth Of My Dreams,1992,3
SOTOIQX12A679C8055,53.34376,-6.24953,Ronan Keating,Joy And Pain,2002,3
SOCXRIE12A6310E111,49.26044,-123.11403,Nickelback,Leader Of Men,1999,2
SOORWNQ12A8C13D03E,53.4796,-2.24881,808 State,Boneyween,1990,3
SOOYBFV12AB018A4F6,52.51607,13.37698,To Rococo Rot,Forwardness,2010,3
SOATBBA12A6D4F5998,45.51179,-122.67563,Pink Martini / Jimmy Scott,Tea For Two,2007,4
SOXBLJL12A8C1305E6,40.79086,-73.96644,Sophie B. Hawkins,Swing From Limb To Limb (My Home Is In Your Jungle),1994,3
SODWUUS12A8C1425C6,36.05084,-95.7895,Kristin Chenoweth,Dear Old Shiz,2008,4
SOTPYVX12A58A7CED1,34.98794,-90.00485,Cory Branan,Walk Around,2009,3
SOYTWPI12A6D4FCBBA,38.8991,-77.029,Restoring Poetry in Music,Learning Tree,2004,3
SOLEPJM12AC4686763,40.19033,-82.66947,American Dog,Mine All Mine,2010,2
SOHVDNS12AB017DF46,39.95227,-75.16237,Jill Scott,Thickness,2001,3
SOWZATD12A6D4F8CF9,-34.8809,-56.16544,Jorge Drexler,El otro engranaje,2006,4
SOXEKKN12A8C143252,38.8235,-75.92381,Dying Fetus,Descend Into Depravity,2009,4
SOXKFBX12A8C13D7E1,34.05349,-118.24532,Dan Bern,Fly Away,2003,2
SOOFXOV12A8C1326B1,41.93825,-93.38989,Rez Band,Waves,1978,3
SOVBOEP12A8C14576D,51.50632,-0.12714,Hot Leg,Kissing In The Wind,2009,3
SOWOFLY12A6701D1C5,42.33168,-83.04792,Rare Earth,Here Comes The Night,1991,3
SOFLIEY12AB0182A0C,43.64856,-79.38533,Great Lake Swimmers,To Leave It Behind (Band Version),2006,3
SOSBIHI12A58A77596,33.98897,-81.07328,Beneath the Massacre,Lithium Overdose,2008,3
SOJOGVM12AB017B3A2,45.46894,9.18103,Exilia,No Colours,2006,3
SOLDGKG12A6D4FA5FF,48.85692,2.34121,Richard Clayderman,White Flag,2006,2
SOJHTAH12AF729FCDA,47.60356,-122.32944,Demon Hunter,The Soldier's Song,2005,4
SOXXGLW12AAFF44C67,38.99792,-105.55096,Gary Wilson,When I Spoke Of Love,2003,2
SOYDPFV12A8C137EDF,62.19845,17.55142,Europe,Love Chaser,1986,4
SOCVVSU12A67ADBEDF,51.50632,-0.12714,All Saints,Headlock,2006,3
SOEFOVS12A81C235C1,40.14323,-74.72671,New London Fire,Somewhere In Between,2006,3
SOAKNNZ12A8C132F4C,51.50632,-0.12714,Marc Bolan / T. Rex,Telegram Sam,1994,2
SOHOJUM12A8C131B68,36.97402,-122.03095,Good Riddance,Up the Affiliates,2003,3
SOLWAIU12A8C139213,37.59791,69.86799,Floyd Cramer,San Antonio Rose,1961,4
SOVDAXY12A8C13600C,53.54622,-113.49037,Cadence Weapon,Unsuccessful Club Nights,2008,3
SOBMARH12A8C1437CA,35.6072,-77.38023,The Avett Brothers,All My Mistakes (US4BW0700133),2007,5
SOZIEDA12A6D4FC376,35.62327,-95.97585,Oscar Pettiford,Willow weep for me,1995,2
SOLAKUF12A6D4F648D,34.05349,-118.24532,Suicidal Tendencies,Suicidal Failure,1983,4
SOXRXVL12A58A7CBD5,40.19033,-82.66947,Mr. Dibbs,All Points Bulletin (album disclaimer),1999,3
SOAZMHQ12AB0187826,26.71438,-80.05269,Tenth Avenue North,You Are More,2010,4
SOCGTBZ12AB017C3F3,-32.83102,147.31906,Sickboy,Take Me On,2008,3
SOMAWGP12A6D4F67F5,56.85147,-101.04893,Tom Cochrane,Just Scream,1995,2
SOXSPMW12AB018570D,51.71012,-3.69781,El Goodo,Don't Worry Marie,2009,2
SONDBJB12A8C13125F,40.71455,-74.00712,Fiona Apple,Never Is A Promise,1996,4
SOXFKDJ12AB017F6BF,49.26044,-123.11403,Swollen Members,Consumption (feat. Aceyalone),1999,3
SOFJOMV12AB017ECE5,54.31392,-2.23218,ILS,Hope & Torture,2007,2
SOSPMOJ12AC907575E,50.45663,4.87137,Enthroned,Rion Riorrim,2010,3
SOOEQQV12AB0185456,40.71455,-74.00712,Riot,Showdown,1982,3
SOXLSQZ12A58A7C0AD,30.33138,-81.6558,Evergreen Terrace,Shattered Remains (Demo '00),2004,3
SOVZZJS12A58A7DC4E,50.44332,-4.93986,Thirteen Senses,Automatic,2005,4
SONBQAI12AB0188F74,47.92408,-97.03203,Tom Brosseau,quiet drink,2005,2
SOVDEKK12A58A7D83A,34.05349,-118.24532,Rock Kills Kid,Don't Want To Stay (Album Version),2006,4
SOCUCBN12A6D4F829A,46.8132,8.22395,The Beauty of Gemina,Trapped,2007,3
SONHYTQ12A8C143090,51.16166,-3.04215,Nik Kershaw,Have A Nice Life,1999,3
SOWTSSN12A58A801D6,39.74001,-104.99226,Dave Grusin / Mike Fisher / Abraham Laboriel / Harvey Mason,Pistolero,1989,3
SOJIAJE12A6D4F680B,33.74831,-84.39111,Kristin Hersh,Costa Rica,1999,3
SOZQWXO12A6D4F7266,27.13844,80.86235,Ananda Shankar,Mamata (Affection) (Album Version),1970,3
SOUCNFV12AB0185406,53.4796,-2.24881,Jega,Stainless Steel Drum,1997,2
SOSOLDK12A8C1371BC,35.472,-97.52033,Barry McGuire,Mr. Man On The Street - Act One,1965,3
SOKZTHA12A8C134830,13.11199,-59.59895,Rihanna,Good Girl Gone Bad,2007,4
SOOFZZI12A58A7E487,48.42831,-123.36451,Frog Eyes,New Soft Motherhood Alliance,2004,3
SODFBYC12AB0188B7F,50.84838,4.34968,Bigod 20,On The Run (Turbo Techno Mix),1992,2
SOZAQPE12A6D4F8B80,40.65507,-73.94888,Oneida,The Adversary,2006,3
SOCQQRC12A8C140C7B,53.54031,-2.11233,Barclay James Harvest,River Of Dreams,1997,2
SOHBJBV12AB018B31A,51.32413,-1.9257,Archie Bronson Outfit,Hunt You Down,2010,3
SOEMYUH12A5891F8A6,-14.24292,-54.38783,CPM22,Depois Do Fim,2005,3
SOQTHMC12AB0185443,34.14723,-118.14426,Dread Zeppelin,Feel Like Makin' Love,1996,2
SOQNGLL12AB018371B,30.2676,-97.74298,The Gourds,Kicks In The Sun,2007,2
SOMCUHF12A8C135DFA,40.71455,-74.00712,Hangar 18,Bakin Soda,2007,2
SOTUYXO12AB018DE34,44.23153,-76.47933,Arrogant Worms,Don't Go Into Politics,1992,3
SOWPVKW12AB01836F2,37.77916,-122.42005,The Brian Jonestown Massacre,New Kind Of Sick,2000,3
SOQLRFA12A8C142292,34.05349,-118.24532,Herb Alpert,Love Is,1979,3
SOACGCI12A6D4FA3BC,32.38012,-86.30063,Tommy Shaw,Somewhere In The Night (LP Version),1987,3
SOPDWIK12AC468BA3D,62.19845,17.55142,Lord Belial,Trumpets Of Doom,2008,3
SOGSDSV12AB0188E47,38.43773,-122.71242,Julie London,Daddy,1957,3
SOLQLPQ12AC468BDEC,39.37413,22.95775,Vangelis,Elsewhere,1988,3
SOQFPPJ12A8C138FD6,-36.36003,144.69832,Mick Harvey,I Have Come To Tell You I'M Going,1995,3
SOSPZIA12A8C1365DA,40.71455,-74.00712,Terence Trent D'Arby,If You Go Before Me,1995,3
SOFQPMG12AB0184F99,46.87278,-113.99623,Tarkio,Sister Nebraska,1998,3
SOFTITU12A6D4F846B,-34.60852,-58.37354,Chris De Burgh,Man On The Line,1984,3
SOCPSJK12AB0181A65,31.1689,-100.07715,Helstar,Rhapsody In Black,1989,4
SOARCMA12AB01830C7,38.62774,-90.19951,Cal Tjader,Serengeti,2003,3
SOIAIXM12A6D4F6E40,59.33217,18.06243,Tiamat,Ten Thousend Tentacles,2003,3
SOMXXET12AC4688DD6,34.05349,-118.24532,Grant Lee Buffalo,Happiness,1994,4
SOEWYTQ12AB018A132,40.65507,-73.94888,Most Precious Blood,Come What May,2001,3
SOTOOJQ12A6D4FC9CD,34.7519,-92.13055,Dee Clark,Bring Back My Heart,2003,2
SOEVNUN12A8C13DE49,40.4203,-3.70577,Maria Dolores Pradera,Luna De Abril,1992,2
SOZGWKV12A8C13BC4F,43.26865,-2.94612,Mocedades,La Barca De Oro,1978,4
SOCPQXO12A58A7D939,45.51228,-73.55439,Ion Dissonance,The Surge,2007,4
SOVIXJS12A8C1384FE,47.60356,-122.32944,Gas Huffer,Action/Adventure,1994,2
SOKTCPW12A8C13DA95,40.74139,-73.71186,Full Blown Chaos,Mojave Red Pt. 1,2007,3
SOYFGJS12A8C13A502,50.80401,-1.08728,Cranes,Beach Mover,1989,3
SOOVYLL12AB017A65B,52.82812,12.07305,Annett Louisan,Die sein,2007,4
SOIRUCW12A8C144EF1,40.71455,-74.00712,Kokolo,Vote Black President (yeah Yeah),2007,2
SOFCPWX12A8C1428FF,60.3907,5.33275,Datarock,In The Red,2009,3
SOEPNNG12AB018E4DF,34.73623,-79.35041,Jazz Liberatorz,Back Packers (feat.Fat Lip),2009,3
SOKCHSE12A8C134EE6,51.50632,-0.12714,Heaven 17,An Electronic Prayer,1996,2
SOBAZES12AB01856F8,51.35502,-0.07929,Kirsty MacColl,Autumngirlsoup,2000,3
SOTMWZG12A8C135C14,41.88415,-87.63241,The Jesus Lizard,And Then The Rain,1998,3
SOTOSWW12A8C131200,32.36503,-88.70307,Ty Herndon,Don't Tell Mama,1996,2
SODZWMJ12A8C14283E,40.10216,-85.67869,Gary Burton,Gorgeous,1991,3
SONGAPO12A67ADBED9,51.50632,-0.12714,All Saints,Rock Steady,2006,4
SOGHSQA12A8C14098E,37.27188,-119.27023,Incubus,Dig,2006,5
SOHTWLT12A8C13CFE1,47.60356,-122.32944,Pearl Jam,Inside Job,2006,4
SOALGFW12A67AE03F9,51.50632,-0.12714,David Bowie,Young Americans (2007 Digital Remaster),1975,2
SOVMKPG12A8C134D08,40.65507,-73.94888,Joan As Police Woman,To Be Loved,2008,4
SOZAJAM12A8AE47995,51.48126,-3.18067,Super Furry Animals,Gathering Moss,1996,4
SOPDKMQ12A6D4FAA0E,39.95227,-75.16237,McCoy Tyner,For Heaven's Sake,1963,3
SOEINBT12A8C1391A8,35.96049,-83.92091,The Louvin Brothers,Blues Stay Away From Me,1992,2
SOTPWBT12A6D4F6688,37.97615,23.73641,Rotting Christ,Visions Of A Blind Order,2004,4
SOLSMVB12A8C132DB6,51.16418,10.45415,Al Gromer Khan,Kublai Tec,1998,2
SOTWJDW12AC468B156,46.73237,-117.00054,Josh Ritter,Southern Pacifica,2010,4
SOBYXAH12AB01884D9,40.71455,-74.00712,The Rascals,People Got To Be Free,1999,4
SOSTIOH12A6D4F58B3,34.05349,-118.24532,Harold Budd,Feral (Album Version),1996,3
SOTZSAQ12A8C132A1A,42.31256,-71.08868,The Breeders,Drivin On 9,1993,4
SOLFDEU12AB0185EE3,39.15093,-123.2079,Robben Ford,Thoughtless,2009,3
SOAJKEM12A8C13E567,40.43831,-79.99745,Black Moth Super Rainbow,Caterpillar House,2005,4
SOOKHHT12AC46860DF,20.68759,-103.35108,La Barranca,El Gran Pez,1997,3
SOQNWTZ12AF72A0BE6,-12.69524,-55.92844,Vanessa Da Mata,Essa Boneca tem Manual,2004,4
SOMIIDZ12A8C137532,42.50382,12.57347,Prem Joshua,Now Is The Time,1998,2
SOGSLBA12A6D4F92C8,30.43883,-90.44116,Irma Thomas,Girl Needs Boy,2004,2
SOMSMVE12AB0188460,42.05665,-87.68659,Caural,Retrospect,2002,3
SOCIAVY12AB0183F71,38.26443,-85.53877,Joan Osborne,Till I Get It Right,2006,3
SOZPBWN12A58A7C3C4,42.88544,-78.87846,Every Time I Die,Depressionista,2007,4
SOSGPTM12A8C1338FB,36.15398,-95.99277,Joe Diffie,My Heart's In Over My Head,1999,2
SOTDJOB12A6D4F6643,-4.03479,21.75627,Papa Wemba,Le Voyageur,1989,3
SOWUKYU12AB018270C,-34.60852,-58.37354,Pedro Aznar,Fotos De Tokyo,1986,2
SOVJZNG12A8C13BED1,59.33217,18.06243,Hell On Wheels,What Is The Influence?,2001,2
SOLLDAJ12A6D4F9B1A,42.31256,-71.08868,Livingston Taylor,Sit On Back,1970,2
SOVMJKS12A6D4F5887,52.0953,1.31388,Roger Eno,Dust At Dawn (the Last Cowboy In The West) (Album Version),1988,2
SOVSEKN12A8C138BF2,29.78772,-95.82333,L.A. Guns,Sleazy Come Easy Go,1989,4
SODRVYY12A6D4FB2CE,37.77916,-122.42005,Western Addiction,It's Funny_ I Don't Feel Like A Winner,2005,3
SOPZPTB12A8C13B8E2,35.36696,-119.01886,Adema,Everyone,2001,5
SORHNQM12AB01864FE,43.04181,-87.90684,The Promise Ring,Electric Pink,2000,3
SOVKFQA12A8C142C94,39.95227,-75.16237,Dexter Wansel,One Million Miles From The Ground,1976,3
SORRWEK12A8C134643,32.77815,-96.7954,Reverend Horton Heat,Baby You Know Who (Album),1991,4
SOPQSXR12AC9072589,62.19845,17.55142,Pelle Carlberg,Hit Song,2005,2
SOQDDBK12A8C13A1D0,34.05349,-118.24532,Stavesacre,Rivers Underneath,1999,3
SOXWWLE12AB017F899,62.19845,17.55142,Pelle Carlberg,I Touched You At The Sound Check,2007,3
SOQFQXX12AB01847D2,48.85692,2.34121,Elliott Murphy,Last of the Rock Stars,2009,2
SOWRZAU12A6D4FD2B5,48.85692,2.34121,Lizzy Mercier Descloux,Sun Jive,2006,3
SOQGGWT12AB0184153,41.51776,-72.75753,Eden's Curse,Signs of Your Life,2008,2
SOYSMKX12AB018589C,31.55379,-90.10785,Byther Smith,What My Mama Told Me,2004,2
SOHAVBI12A6701F442,41.93825,-93.38989,Freestyle,Nära Dig,1998,2
SOFBUAM12A6310D844,53.50846,-2.16337,Puressence,It Doesn't Matter Anymore,1998,3
SODLQHQ12A58A7C76D,38.8991,-77.029,Tuscadero,Angel in a Half Shirt,1995,3
SOYTCZU12A6D4F637E,-37.81753,144.96715,Helen Reddy,Angie Baby,1974,4
SOARKFC12A6D4FCD92,4.65637,-74.11779,Nightfall,I Am Jesus,2003,3
SOFZFAI12A58A79597,34.05349,-118.24532,Shuggie Otis,I Got A Big Fat Mama,2002,2
SORSDFZ12AB0181412,34.05349,-118.24532,Darker My Love,Immediate Undertaking,2008,3
SOAOLEG12A58A787C6,39.12026,-93.19547,Bob James,Rosalie (Album Version),1988,2
SORGGCN12AB0182BBA,34.05349,-118.24532,Britney Spears featuring Lil Kim,"Gimme More (""Kimme More"" Remix)",2008,3
SOQAVIC12AB0181AA5,44.7272,-90.10126,Play Dead,Poison Takes A Hold,1983,3
SOGFUIY12AB01825C2,52.8029,-2.10633,Climax Blues Band,Country Hat,1970,3
SODDBBK12A6D4F918A,41.88415,-87.63241,Curtis Mayfield,Back To The World (LP Version),1973,3
SOISNOV12A8C135AE1,48.85692,2.34121,Lizzy Mercier Descloux,Torso Corso,1979,4
SOWNCZK12A8C13DEA2,40.73716,-74.03097,Yo La Tengo,I Should Have Known Better,2006,4
SONUPQU12AB017F202,54.5958,-5.93494,Van Morrison,Shake And Roll,1992,2
SONFXOF12AB0189EBC,41.88415,-87.63241,Richard Marx,Remember Manhattan,1987,3
SOSBTKU12A8C139C02,52.47859,-1.9086,Halford,Silent Screams,2000,3
SOCNHFO12A8C14009F,40.71455,-74.00712,Rocco,Intro,2003,3
SORDVFU12A67ADC8F2,40.85251,-73.13585,Taking Back Sunday,Error: Operator (Album Version),2006,4
SOJSXJD12A6D4FC1DE,54.90012,-1.40848,Leatherface,Cabbage Case,1989,3
SOCQJRJ12A6BD55764,46.22809,7.35885,Samael,Together,1999,3
SOIDEOJ12A6D4F648E,51.45366,-2.59143,The Blue Aeroplanes,Gunning The Works,1984,2
SOLYHTZ12A58A7B58D,40.14323,-74.72671,Ill Niño,Two (Vaya Con Dios),2003,4
SOZDPMR12A8C13A251,53.79449,-1.54658,Pale Saints,Babymaker,1992,4
SOXEQVQ12AB0184C2A,43.21183,2.3584,Olivia Ruiz,La Fille Du Vent,2005,3
